"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"KP458847","1698","Human","4 (HA)","H3N2","China","N","2010/03/01","Influenza A virus (A/Tianjin Nankai/1842/2010(H3N2))","","","","","","nc"
"KP458492","1698","Human","4 (HA)","H3N2","China","N","2010/03/24","Influenza A virus (A/Tianjin Nankai/1912/2010(H3N2))","","","","","","nc"
"KP456990","1698","Human","4 (HA)","H3N2","China","N","2009/10/27","Influenza A virus (A/Tianjin Ninghe/312/2009(H3N2))","","","","","","nc"
"KP456291","1698","Human","4 (HA)","H3N2","China","N","2009/10/27","Influenza A virus (A/Tianjin Ninghe/39/2009(H3N2))","","","","","","nc"
"KP459337","1698","Human","4 (HA)","H3N2","China","N","2009/11/10","Influenza A virus (A/Tianjin Tanggu/1193/2009(H3N2))","","","","","","nc"
"CY108725","960","Human","4 (HA)","H3N2","China","N","2007/01/02","Influenza A virus (A/Tianjin-Hedong/114/2007(H3N2))","","","","","","p"
"CY108806","959","Human","4 (HA)","H3N2","China","N","2008/10/19","Influenza A virus (A/Tianjin-Hedong/1206/2008(H3N2))","","","","","","p"
"CY108726","960","Human","4 (HA)","H3N2","China","N","2007/01/02","Influenza A virus (A/Tianjin-Hedong/13/2007(H3N2))","","","","","","p"
"CY108727","960","Human","4 (HA)","H3N2","China","N","2007/01/02","Influenza A virus (A/Tianjin-Hexi/12/2007(H3N2))","","","","","","p"
"CY108827","889","Human","4 (HA)","H3N2","China","N","2009/01","Influenza A virus (A/Tianjin-Hongqiao/13/2009(H3N2))","","","","","","p"
"CY108904","960","Human","4 (HA)","H3N2","China","N","2009/03/24","Influenza A virus (A/Tianjin-Jinnan/177/2009(H3N2))","","","","","","p"
"CY108848","906","Human","4 (HA)","H3N2","China","N","2009/03","Influenza A virus (A/Tianjin-Nankai/155/2009(H3N2))","","","","","","p"
"CY108849","906","Human","4 (HA)","H3N2","China","N","2009/03","Influenza A virus (A/Tianjin-Nankai/167/2009(H3N2))","","","","","","p"
"CY108855","906","Human","4 (HA)","H3N2","China","N","2009/04","Influenza A virus (A/Tianjin-Nankai/181/2009(H3N2))","","","","","","p"
"KJ138416","918","Human","4 (HA)","H3N2","China","N","2013/03/21","Influenza A virus (A/Tianjinhedong/1107/2013(H3N2))","","","","","","p"
"CY108807","960","Human","4 (HA)","H3N2","China","N","2008/10/20","Influenza A virus (A/Wulumuqi/203/2008(H3N2))","","","","","","p"
"KY273064","1701","Human","4 (HA)","H3N2","China","N","2015/08/24","Influenza A virus (A/Xiamen/s108/2015(H3N2))","","","","","","c"
"KY273056","1701","Human","4 (HA)","H3N2","China","N","2015/12/24","Influenza A virus (A/Xiamen/s113/2015(H3N2))","","","","","","c"
"KY273051","1701","Human","4 (HA)","H3N2","China","N","2016/03/14","Influenza A virus (A/Xiamen/s175/2016(H3N2))","","","","","","c"
"KY273050","1701","Human","4 (HA)","H3N2","China","N","2016/02/05","Influenza A virus (A/Xiamen/s200/2016(H3N2))","","","","","","c"
"KY273065","1701","Human","4 (HA)","H3N2","China","N","2015/06/05","Influenza A virus (A/Xiamen/s21/2015(H3N2))","","","","","","c"
"KY273055","1701","Human","4 (HA)","H3N2","China","N","2015/06/08","Influenza A virus (A/Xiamen/s22/2015(H3N2))","","","","","","c"
"KY273052","1701","Human","4 (HA)","H3N2","China","N","2016/05/25","Influenza A virus (A/Xiamen/s228/2016(H3N2))","","","","","","c"
"KY273061","1701","Human","4 (HA)","H3N2","China","N","2015/07/01","Influenza A virus (A/Xiamen/s35/2015(H3N2))","","","","","","c"
"KY273060","1701","Human","4 (HA)","H3N2","China","N","2015/06/09","Influenza A virus (A/Xiamen/s5/2015(H3N2))","","","","","","c"
"KY273058","1701","Human","4 (HA)","H3N2","China","N","2015/05/17","Influenza A virus (A/Xiamen/s54/2015(H3N2))","","","","","","c"
"KY273059","1701","Human","4 (HA)","H3N2","China","N","2015/07/13","Influenza A virus (A/Xiamen/s70/2015(H3N2))","","","","","","c"
"KY273054","1701","Human","4 (HA)","H3N2","China","N","2015/07/24","Influenza A virus (A/Xiamen/s74/2015(H3N2))","","","","","","c"
"KY273062","1701","Human","4 (HA)","H3N2","China","N","2015/08/14","Influenza A virus (A/Xiamen/s76/2015(H3N2))","","","","","","c"
"KY273053","1701","Human","4 (HA)","H3N2","China","N","2015/07/13","Influenza A virus (A/Xiamen/s77/2015(H3N2))","","","","","","c"
"KY273057","1701","Human","4 (HA)","H3N2","China","N","2015/07/14","Influenza A virus (A/Xiamen/s80/2015(H3N2))","","","","","","c"
"KY273063","1701","Human","4 (HA)","H3N2","China","N","2015/07/13","Influenza A virus (A/Xiamen/s87/2015(H3N2))","","","","","","c"
"KY273066","1701","Human","4 (HA)","H3N2","China","N","2015/08/24","Influenza A virus (A/Xiamen/s99/2015(H3N2))","","","","","","c"
"CY108823","960","Human","4 (HA)","H3N2","China","N","2008/12/23","Influenza A virus (A/Xinjiang-Hutubi/1228/2008(H3N2))","","","","","","p"
"CY108828","889","Human","4 (HA)","H3N2","China","N","2009/01","Influenza A virus (A/Xinjiang-Hutubi/136/2009(H3N2))","","","","","","p"
"KP457974","1698","Human","4 (HA)","H3N2","China","N","2008/01/13","Influenza A virus (A/Xinjing Tulufan/540/2008(H3N2))","","","","","","nc"
"KP458953","1023","Human","4 (HA)","H3N2","China","N","2010/09/06","Influenza A virus (A/Yunnan Xishan/1709/2010(H3N2))","","","","","","p"
"CY108728","960","Human","4 (HA)","H3N2","China","N","2007/04/02","Influenza A virus (A/Yunnan-Anning/145/2007(H3N2))","","","","","","p"
"CY108903","960","Human","4 (HA)","H3N2","China","N","2009/03/23","Influenza A virus (A/Yunnan-Chuxiong/1101/2009(H3N2))","","","","","","p"
"CY108792","877","Human","4 (HA)","H3N2","China","N","2008/07","Influenza A virus (A/Yunnan-Chuxiong/1271/2008(H3N2))","","","","","","p"
"CY108793","877","Human","4 (HA)","H3N2","China","N","2008/08","Influenza A virus (A/Yunnan-Chuxiong/1292/2008(H3N2))","","","","","","p"
"CY108872","699","Human","4 (HA)","H3N2","China","N","2009/02/05","Influenza A virus (A/Yunnan-Chuxiong/137/2009(H3N2))","","","","","","p"
"CY108890","960","Human","4 (HA)","H3N2","China","N","2009/03/05","Influenza A virus (A/Yunnan-Chuxiong/175/2009(H3N2))","","","","","","p"
"CY108764","906","Human","4 (HA)","H3N2","China","N","2008/03","Influenza A virus (A/Yunnan-Chuxiong/189/2008(H3N2))","","","","","","p"
"CY108908","907","Human","4 (HA)","H3N2","China","N","2009/03/26","Influenza A virus (A/Yunnan-Chuxiong/190/2009(H3N2))","","","","","","p"
"CY108769","817","Human","4 (HA)","H3N2","China","N","2008/04","Influenza A virus (A/Yunnan-Guandu/120/2008(H3N2))","","","","","","p"
"CY108768","906","Human","4 (HA)","H3N2","China","N","2008/05","Influenza A virus (A/Yunnan-Guandu/135/2008(H3N2))","","","","","","p"
"CY108780","900","Human","4 (HA)","H3N2","China","N","2008/03","Influenza A virus (A/Yunnan-Mengzi/1185/2008(H3N2))","","","","","","p"
"CY108808","960","Human","4 (HA)","H3N2","China","N","2008/10/22","Influenza A virus (A/Yunnan-Mengzi/1464/2008(H3N2))","","","","","","p"
"CY108763","901","Human","4 (HA)","H3N2","China","N","2008/02","Influenza A virus (A/Yunnan-Mengzi/191/2008(H3N2))","","","","","","p"
"CY108782","881","Human","4 (HA)","H3N2","China","N","2008/05","Influenza A virus (A/Yunnan-Nile/11/2008(H3N2))","","","","","","p"
"CY108765","863","Human","4 (HA)","H3N2","China","N","2008/05","Influenza A virus (A/Yunnan-Xishan/148/2008(H3N2))","","","","","","p"
"CY108771","872","Human","4 (HA)","H3N2","China","N","2008/09","Influenza A virus (A/Yunnan-Xishan/189/2008(H3N2))","","","","","","p"
"CY108905","960","Human","4 (HA)","H3N2","China","N","2009/03/25","Influenza A virus (A/Zhejiang-Haishu/1234/2009(H3N2))","","","","","","p"
"CY108902","960","Human","4 (HA)","H3N2","China","N","2009/03/22","Influenza A virus (A/Zhejiang-Haishu/1252/2009(H3N2))","","","","","","p"
"CY108907","869","Human","4 (HA)","H3N2","China","N","2009/03/26","Influenza A virus (A/Zhejiang-Haishu/1259/2009(H3N2))","","","","","","p"
"CY108868","960","Human","4 (HA)","H3N2","China","N","2009/01/28","Influenza A virus (A/Zhejiang-Haishu/145/2009(H3N2))","","","","","","p"
"CY108750","703","Human","4 (HA)","H3N2","China","N","2008/08/13","Influenza A virus (A/Zhejiang-Haishu/1522/2008(H3N2))","","","","","","p"
"CY108866","960","Human","4 (HA)","H3N2","China","N","2009/01/24","Influenza A virus (A/Zhejiang-Haishu/172/2009(H3N2))","","","","","","p"
"CY108835","886","Human","4 (HA)","H3N2","China","N","2009/01","Influenza A virus (A/Zhejiang-Haishu/185/2009(H3N2))","","","","","","p"
"CY108731","960","Human","4 (HA)","H3N2","China","N","2007/02/01","Influenza A virus (A/Zhejiang-Haishu/190/2007(H3N2))","","","","","","p"
"CY108760","888","Human","4 (HA)","H3N2","China","N","2008/09","Influenza A virus (A/Zhejiang-Haishu/310/2008(H3N2))","","","","","","p"
"CY108729","960","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Zhejiang-Jianggan/144/2007(H3N2))","","","","","","p"
"CY108732","960","Human","4 (HA)","H3N2","China","N","2007/01/31","Influenza A virus (A/Zhejiang-Jianggan/152/2007(H3N2))","","","","","","p"
"CY108733","960","Human","4 (HA)","H3N2","China","N","2007/02/07","Influenza A virus (A/Zhejiang-Jianggan/168/2007(H3N2))","","","","","","p"
"CY108734","960","Human","4 (HA)","H3N2","China","N","2007/02/07","Influenza A virus (A/Zhejiang-Ninghai/220/2007(H3N2))","","","","","","p"
"CY108865","960","Human","4 (HA)","H3N2","China","N","2009/01/21","Influenza A virus (A/Zhejiang-Ninghai/25/2009(H3N2))","","","","","","p"
"CY108735","960","Human","4 (HA)","H3N2","China","N","2007/02/01","Influenza A virus (A/Zhejiang-Wucheng/128/2007(H3N2))","","","","","","p"
"CY108880","960","Human","4 (HA)","H3N2","China","N","2009/02/18","Influenza A virus (A/Zhejiang-Wuxing/123/2009(H3N2))","","","","","","p"
"CY108736","960","Human","4 (HA)","H3N2","China","N","2007/01/19","Influenza A virus (A/Zhejiang-Wuxing/19/2007(H3N2))","","","","","","p"
"CY108730","960","Human","4 (HA)","H3N2","China","N","2007","Influenza A virus (A/Zhejiang-Xiacheng/143/2007(H3N2))","","","","","","p"
"CY108737","960","Human","4 (HA)","H3N2","China","N","2007/02/04","Influenza A virus (A/Zhejiang-Yuyao/51/2007(H3N2))","","","","","","p"
"CY108738","960","Human","4 (HA)","H3N2","China","N","2007/04/05","Influenza A virus (A/Zhejiang-Zhenhai/33/2007(H3N2))","","","","","","p"
"KJ567654","1701","Human","4 (HA)","H3N2","China","N","2011/08/08","Influenza A virus (A/Zhongshan/01/2011(H3N2))","","","","","","c"
"KJ567656","1701","Human","4 (HA)","H3N2","China","N","2012/04/18","Influenza A virus (A/Zhongshan/01/2012(H3N2))","","","","","","c"
"KJ567658","1701","Human","4 (HA)","H3N2","China","N","2013/10/21","Influenza A virus (A/Zhongshan/01/2013(H3N2))","","","","","","c"
"KJ567655","1701","Human","4 (HA)","H3N2","China","N","2011/08/08","Influenza A virus (A/Zhongshan/02/2011(H3N2))","","","","","","c"
"KJ567657","1701","Human","4 (HA)","H3N2","China","N","2012/04/18","Influenza A virus (A/Zhongshan/02/2012(H3N2))","","","","","","c"
"KJ567659","1701","Human","4 (HA)","H3N2","China","N","2013/10/21","Influenza A virus (A/Zhongshan/02/2013(H3N2))","","","","","","c"
"GQ497088","945","Human","4 (HA)","H3N2","China","N","2007/03/13","Influenza A virus (A/Zhuhai/078/2007(H3N2))","","","","","","p"
"GQ497089","945","Human","4 (HA)","H3N2","China","N","2007/04/20","Influenza A virus (A/Zhuhai/220/2007(H3N2))","","","","","","p"
"GQ497093","945","Human","4 (HA)","H3N2","China","N","2008/03/28","Influenza A virus (A/Zhuhai/258/2008(H3N2))","","","","","","p"
"GQ497090","945","Human","4 (HA)","H3N2","China","N","2007/05/29","Influenza A virus (A/Zhuhai/338/2007(H3N2))","","","","","","p"
"GQ497094","945","Human","4 (HA)","H3N2","China","N","2008/04/25","Influenza A virus (A/Zhuhai/343/2008(H3N2))","","","","","","p"
"GQ497091","945","Human","4 (HA)","H3N2","China","N","2007/06/28","Influenza A virus (A/Zhuhai/418/2007(H3N2))","","","","","","p"
"GQ497095","945","Human","4 (HA)","H3N2","China","N","2008/05/21","Influenza A virus (A/Zhuhai/494/2008(H3N2))","","","","","","p"
"GQ497092","945","Human","4 (HA)","H3N2","China","N","2007/07/30","Influenza A virus (A/Zhuhai/547/2007(H3N2))","","","","","","p"
"GQ497096","945","Human","4 (HA)","H3N2","China","N","2008/06/14","Influenza A virus (A/Zhuhai/589/2008(H3N2))","","","","","","p"
"GQ497097","945","Human","4 (HA)","H3N2","China","N","2008/07/07","Influenza A virus (A/Zhuhai/676/2008(H3N2))","","","","","","p"
"GQ497098","945","Human","4 (HA)","H3N2","China","N","2008/07/27","Influenza A virus (A/Zhuhai/798/2008(H3N2))","","","","","","p"
"GQ497100","945","Human","4 (HA)","H3N2","China","N","2008/08/11","Influenza A virus (A/Zhuhai/902/2008(H3N2))","","","","","","p"
"GQ497099","945","Human","4 (HA)","H3N2","China","N","2008/08/18","Influenza A virus (A/Zhuhai/943/2008(H3N2))","","","","","","p"
"GQ497101","945","Human","4 (HA)","H3N2","China","N","2008/08/18","Influenza A virus (A/Zhuhai/964/2008(H3N2))","","","","","","p"
"KJ907511","1701","Avian","4 (HA)","H3N2","China","N","2013/11/01","Influenza A virus (A/baikal teal/Shanghai/SH-101/2013(H3N2))","","","","","","c"
"KJ907727","1701","Avian","4 (HA)","H3N2","China","N","2013/11/01","Influenza A virus (A/baikal teal/Shanghai/SH-104/2013(H3N2))","","","","","","c"
"KJ907503","1701","Avian","4 (HA)","H3N2","China","N","2013/11/01","Influenza A virus (A/baikal teal/Shanghai/SH-89/2013(H3N2))","","","","","","c"
"JX101353","1701","Canine","4 (HA)","H3N2","China","N","2010/02/02","Influenza A virus (A/canine/Beijing/1028/2010(H3N2))","","","","","","c"
"MK212517","1701","Canine","4 (HA)","H3N2","China","N","2012/12/15","Influenza A virus (A/canine/Beijing/20121215-34/2012)","","","","","","c"
"MK212493","1701","Canine","4 (HA)","H3N2","China","N","2012/12/30","Influenza A virus (A/canine/Beijing/20121230-62/2012)","","","","","","c"
"MK212557","1701","Canine","4 (HA)","H3N2","China","N","2013/11/12","Influenza A virus (A/canine/Beijing/20131112-279/2013)","","","","","","c"
"MK212549","1701","Canine","4 (HA)","H3N2","China","N","2013/12/03","Influenza A virus (A/canine/Beijing/20131203-341/2013)","","","","","","c"
"MK212541","1701","Canine","4 (HA)","H3N2","China","N","2013/12/03","Influenza A virus (A/canine/Beijing/20131203-342/2013)","","","","","","c"
"MK212533","1701","Canine","4 (HA)","H3N2","China","N","2013/12/04","Influenza A virus (A/canine/Beijing/20131204-349/2013)","","","","","","c"
"MK212525","1701","Canine","4 (HA)","H3N2","China","N","2013/12/07","Influenza A virus (A/canine/Beijing/20131207-365/2013)","","","","","","c"
"MK212829","1701","Canine","4 (HA)","H3N2","China","N","2014/01/03","Influenza A virus (A/canine/Beijing/20140103-90/2014)","","","","","","c"
"MK212821","1701","Canine","4 (HA)","H3N2","China","N","2014/01/10","Influenza A virus (A/canine/Beijing/20140110-2/2014)","","","","","","c"
"MK212813","1707","Canine","4 (HA)","H3N2","China","N","2015/01/18","Influenza A virus (A/canine/Beijing/20150118-256/2015)","","","","","","c"
"MK212805","1701","Canine","4 (HA)","H3N2","China","N","2015/01/20","Influenza A virus (A/canine/Beijing/20150120-265/2015)","","","","","","c"
"MK212797","1701","Canine","4 (HA)","H3N2","China","N","2015/01/22","Influenza A virus (A/canine/Beijing/20150122-284/2015)","","","","","","c"
"MK212789","1701","Canine","4 (HA)","H3N2","China","N","2015/01/24","Influenza A virus (A/canine/Beijing/20150124-300/2015)","","","","","","c"
"MK212509","1700","Canine","4 (HA)","H3N2","China","N","2016/12/16","Influenza A virus (A/canine/Beijing/20161216-8/2016)","","","","","","nc"
"MK212501","1700","Canine","4 (HA)","H3N2","China","N","2016/12/28","Influenza A virus (A/canine/Beijing/20161228-9/2016)","","","","","","nc"
"MK212781","1701","Canine","4 (HA)","H3N2","China","N","2017/03/14","Influenza A virus (A/canine/Beijing/20170314-73/2017)","","","","","","c"
"MK212773","1701","Canine","4 (HA)","H3N2","China","N","2017/04/17","Influenza A virus (A/canine/Beijing/20170417-81/2017)","","","","","","c"
"MK212765","1701","Canine","4 (HA)","H3N2","China","N","2017/04/17","Influenza A virus (A/canine/Beijing/20170417-83/2017)","","","","","","c"
"MK212757","1701","Canine","4 (HA)","H3N2","China","N","2017/04/24","Influenza A virus (A/canine/Beijing/20170424-102/2017)","","","","","","c"
"MK212749","1701","Canine","4 (HA)","H3N2","China","N","2017/05/01","Influenza A virus (A/canine/Beijing/20170501-108/2017)","","","","","","c"
"MK212741","1701","Canine","4 (HA)","H3N2","China","N","2017/05/10","Influenza A virus (A/canine/Beijing/20170510-118/2017)","","","","","","c"
"MK212733","1701","Canine","4 (HA)","H3N2","China","N","2017/05/12","Influenza A virus (A/canine/Beijing/20170512-120/2017)","","","","","","c"
"MK212725","1701","Canine","4 (HA)","H3N2","China","N","2017/05/12","Influenza A virus (A/canine/Beijing/20170512-121/2017)","","","","","","c"
"MK212717","1701","Canine","4 (HA)","H3N2","China","N","2017/05/12","Influenza A virus (A/canine/Beijing/20170512-122/2017)","","","","","","c"
"MK212709","1701","Canine","4 (HA)","H3N2","China","N","2017/05/12","Influenza A virus (A/canine/Beijing/20170512-133/2017)","","","","","","c"
"MK212701","1701","Canine","4 (HA)","H3N2","China","N","2017/05/12","Influenza A virus (A/canine/Beijing/20170512-137/2017)","","","","","","c"
"MK212693","1700","Canine","4 (HA)","H3N2","China","N","2017/05/27","Influenza A virus (A/canine/Beijing/20170527-146/2017)","","","","","","nc"
"MK212685","1700","Canine","4 (HA)","H3N2","China","N","2017/05/28","Influenza A virus (A/canine/Beijing/20170528-147/2017)","","","","","","nc"
"MK212677","1701","Canine","4 (HA)","H3N2","China","N","2017/05/28","Influenza A virus (A/canine/Beijing/20170528-148/2017)","","","","","","c"
"MK212669","1701","Canine","4 (HA)","H3N2","China","N","2017/06/04","Influenza A virus (A/canine/Beijing/20170604-164/2017)","","","","","","c"
"MK212661","1701","Canine","4 (HA)","H3N2","China","N","2017/06/10","Influenza A virus (A/canine/Beijing/20170610-172/2017)","","","","","","c"
"MK212653","1701","Canine","4 (HA)","H3N2","China","N","2017/06/10","Influenza A virus (A/canine/Beijing/20170610-173/2017)","","","","","","c"
"MK212645","1701","Canine","4 (HA)","H3N2","China","N","2017/06/10","Influenza A virus (A/canine/Beijing/20170610-174/2017)","","","","","","c"
"MK212637","1701","Canine","4 (HA)","H3N2","China","N","2017/06/12","Influenza A virus (A/canine/Beijing/20170612-183/2017)","","","","","","c"
"MK212629","1701","Canine","4 (HA)","H3N2","China","N","2017/06/14","Influenza A virus (A/canine/Beijing/20170614-185/2017)","","","","","","c"
"MK212621","1701","Canine","4 (HA)","H3N2","China","N","2017/06/15","Influenza A virus (A/canine/Beijing/20170615-195/2017)","","","","","","c"
"MK212613","1701","Canine","4 (HA)","H3N2","China","N","2017/06/16","Influenza A virus (A/canine/Beijing/20170616-200/2017)","","","","","","c"
"MK212605","1701","Canine","4 (HA)","H3N2","China","N","2017/06/16","Influenza A virus (A/canine/Beijing/20170616-202/2017)","","","","","","c"
"MK212597","1701","Canine","4 (HA)","H3N2","China","N","2017/06/18","Influenza A virus (A/canine/Beijing/20170618-206/2017)","","","","","","c"
"MK212589","1700","Canine","4 (HA)","H3N2","China","N","2017/07/09","Influenza A virus (A/canine/Beijing/20170709-15/2017)","","","","","","nc"
"MK212581","1701","Canine","4 (HA)","H3N2","China","N","2017/07/11","Influenza A virus (A/canine/Beijing/20170711-16/2017)","","","","","","c"
"MK212573","1701","Canine","4 (HA)","H3N2","China","N","2017/07/12","Influenza A virus (A/canine/Beijing/20170712-18/2017)","","","","","","c"
"MK212565","1700","Canine","4 (HA)","H3N2","China","N","2017/07/20","Influenza A virus (A/canine/Beijing/20170720-30/2017)","","","","","","nc"
"JX101426","1701","Canine","4 (HA)","H3N2","China","N","2009/12/09","Influenza A virus (A/canine/Beijing/253/2009(H3N2))","","","","","","c"
"JX101409","1701","Canine","4 (HA)","H3N2","China","N","2009/12/14","Influenza A virus (A/canine/Beijing/295/2009(H3N2))","","","","","","c"
"JX101401","1701","Canine","4 (HA)","H3N2","China","N","2009/12/13","Influenza A virus (A/canine/Beijing/305/2009(H3N2))","","","","","","c"
"JX101393","1701","Canine","4 (HA)","H3N2","China","N","2009/12/17","Influenza A virus (A/canine/Beijing/359/2009(H3N2))","","","","","","c"
"JX101385","1701","Canine","4 (HA)","H3N2","China","N","2009/12/17","Influenza A virus (A/canine/Beijing/362/2009(H3N2))","","","","","","c"
"JX101377","1701","Canine","4 (HA)","H3N2","China","N","2009/12/17","Influenza A virus (A/canine/Beijing/364/2009(H3N2))","","","","","","c"
"JX101369","1701","Canine","4 (HA)","H3N2","China","N","2010/01/08","Influenza A virus (A/canine/Beijing/418/2010(H3N2))","","","","","","c"
"JX101418","1701","Canine","4 (HA)","H3N2","China","N","2010/01/08","Influenza A virus (A/canine/Beijing/420/2010(H3N2))","","","","","","c"
"JX101361","1701","Canine","4 (HA)","H3N2","China","N","2010/01/03","Influenza A virus (A/canine/Beijing/511/2010(H3N2))","","","","","","c"
"MG386676","1701","Canine","4 (HA)","H3N2","China","N","2015/11/25","Influenza A virus (A/canine/China/JLM1/2015(H3N2))","","","","","","c"
"MG386684","1701","Canine","4 (HA)","H3N2","China","N","2015/11/25","Influenza A virus (A/canine/China/JLM2/2015(H3N2))","","","","","","c"
"MG309802","1701","Canine","4 (HA)","H3N2","China","N","2015/12/16","Influenza A virus (A/canine/China/LG1/2015(H3N2))","","","","","","c"
"MG309810","1701","Canine","4 (HA)","H3N2","China","N","2015/12/16","Influenza A virus (A/canine/China/LG2/2015(H3N2))","","","","","","c"
"MK758007","1701","Canine","4 (HA)","H3N2","China","N","2019/01/08","Influenza A virus (A/canine/China/Shanghai-0103-2019/2019)","","","","","","c"
"MK758008","1701","Canine","4 (HA)","H3N2","China","N","2019/01/15","Influenza A virus (A/canine/China/Shanghai-0103-2020/2019)","","","","","","c"
"MK758009","1701","Canine","4 (HA)","H3N2","China","N","2019/01/15","Influenza A virus (A/canine/China/Shanghai-0103-2021/2019)","","","","","","c"
"MK758010","1714","Canine","4 (HA)","H3N2","China","N","2019/01/15","Influenza A virus (A/canine/China/Shanghai-0103-2022/2019)","","","","","","c"
"MK758011","1710","Canine","4 (HA)","H3N2","China","N","2019/01/25","Influenza A virus (A/canine/China/Shanghai-0103-2023/2019)","","","","","","c"
"MK758012","1701","Canine","4 (HA)","H3N2","China","N","2019/01/25","Influenza A virus (A/canine/China/Shanghai-0103-2024/2019)","","","","","","c"
"MK905518","1765","Canine","4 (HA)","H3N2","China","N","2019/03/08","Influenza A virus (A/canine/China/Shanghai-0315-2019/2019)","","","","","","c"
"KJ917342","1701","Canine","4 (HA)","H3N2","China","N","2013/04","Influenza A virus (A/canine/Guangdong/01/2013(H3N2))","","","","","","c"
"KJ917368","1701","Canine","4 (HA)","H3N2","China","N","2014/02","Influenza A virus (A/canine/Guangdong/01/2014(H3N2))","","","","","","c"
"KJ917352","1701","Canine","4 (HA)","H3N2","China","N","2013/04","Influenza A virus (A/canine/Guangdong/02/2013(H3N2))","","","","","","c"
"KJ917376","1701","Canine","4 (HA)","H3N2","China","N","2014/02","Influenza A virus (A/canine/Guangdong/02/2014(H3N2))","","","","","","c"
"KJ917358","1701","Canine","4 (HA)","H3N2","China","N","2013/11","Influenza A virus (A/canine/Guangdong/03/2013(H3N2))","","","","","","c"
"JX414239","1701","Canine","4 (HA)","H3N2","China","N","2011/02","Influenza A virus (A/canine/Guangdong/04/2011(H3N2))","","","","","","c"
"KJ917361","1701","Canine","4 (HA)","H3N2","China","N","2013/11","Influenza A virus (A/canine/Guangdong/04/2013(H3N2))","","","","","","c"
"JX414244","1701","Canine","4 (HA)","H3N2","China","N","2011/02","Influenza A virus (A/canine/Guangdong/05/2011(H3N2))","","","","","","c"
"GU433369","1701","Canine","4 (HA)","H3N2","China","N","2007/04/18","Influenza A virus (A/canine/Guangdong/1/2007(H3N2))","","","","","","c"
"JX195342","1701","Canine","4 (HA)","H3N2","China","N","2011/02","Influenza A virus (A/canine/Guangdong/1/2011(H3N2))","","","","","","c"
"KF826947","1701","Canine","4 (HA)","H3N2","China","N","2012/09/15","Influenza A virus (A/canine/Guangdong/12/2012(H3N2))","","","","","","c"
"GU433361","1701","Canine","4 (HA)","H3N2","China","N","2007/10/18","Influenza A virus (A/canine/Guangdong/2/2007(H3N2))","","","","","","c"
"JX195350","1701","Canine","4 (HA)","H3N2","China","N","2011/02","Influenza A virus (A/canine/Guangdong/2/2011(H3N2))","","","","","","c"
"KF826955","1701","Canine","4 (HA)","H3N2","China","N","2012/09/18","Influenza A virus (A/canine/Guangdong/23/2012(H3N2))","","","","","","c"
"JX195358","1701","Canine","4 (HA)","H3N2","China","N","2011/03","Influenza A virus (A/canine/Guangdong/3/2011(H3N2))","","","","","","c"
"KJ013186","1762","Canine","4 (HA)","H3N2","China","N","2013/05","Influenza A virus (A/canine/Guangxi/L1/2013(H3N2))","","","","","","c"
"KJ013190","1701","Canine","4 (HA)","H3N2","China","N","2013/05","Influenza A virus (A/canine/Guangxi/L2/2013(H3N2))","","","","","","c"
"MG254069","1701","Canine","4 (HA)","H3N2","China","N","2015/01/22","Influenza A virus (A/canine/Guangxi/LZ45/2015(H3N2))","","","","","","c"
"KF042276","1765","Canine","4 (HA)","H3N2","China","N","2013/03/10","Influenza A virus (A/canine/Heilongjiang/L1/2013(H3N2))","","","","","","c"
"JN247579","1701","Canine","4 (HA)","H3N2","China","N","2009/12","Influenza A virus (A/canine/Jiangsu/01/2009(H3N2))","","","","","","c"
"JN247587","1701","Canine","4 (HA)","H3N2","China","N","2010/03","Influenza A virus (A/canine/Jiangsu/02/2010(H3N2))","","","","","","c"
"JN247595","1701","Canine","4 (HA)","H3N2","China","N","2010/04","Influenza A virus (A/canine/Jiangsu/03/2010(H3N2))","","","","","","c"
"JN247603","1701","Canine","4 (HA)","H3N2","China","N","2010/05","Influenza A virus (A/canine/Jiangsu/04/2010(H3N2))","","","","","","c"
"JN247611","1701","Canine","4 (HA)","H3N2","China","N","2010/05","Influenza A virus (A/canine/Jiangsu/05/2010(H3N2))","","","","","","c"
"JN247619","1701","Canine","4 (HA)","H3N2","China","N","2010/06","Influenza A virus (A/canine/Jiangsu/06/2010(H3N2))","","","","","","c"
"JX101433","1701","Canine","4 (HA)","H3N2","China","N","2010/04/06","Influenza A virus (A/canine/Liaoning/1578/2010(H3N2))","","","","","","c"
"JX101345","1701","Canine","4 (HA)","H3N2","China","N","2010/04/06","Influenza A virus (A/canine/Liaoning/1585/2010(H3N2))","","","","","","c"
"KF042260","1765","Canine","4 (HA)","H3N2","China","N","2012/04/11","Influenza A virus (A/canine/Liaoning/27/2012(H3N2))","","","","","","c"
"KF042268","1765","Canine","4 (HA)","H3N2","China","N","2012/05/19","Influenza A virus (A/canine/Liaoning/H6/2012(H3N2))","","","","","","c"
"KF322105","1701","Canine","4 (HA)","H3N2","China","N","2012/11","Influenza A virus (A/canine/Nanjing/11/2012(H3N2))","","","","","","c"
